ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,ovBalls/6,id,inningId,ovBalls/7,ovBalls/8,ovBalls/9,ovBalls/10,ovBalls/11,ovBalls/12,ovBalls/13,bowlerId
10,1,1,W,.,.,.,,158,4,,,,,,,,
11,.,.,.,.,.,.,,159,4,,,,,,,,
12,1,.,1,.,.,.,,160,4,,,,,,,,
13,.,1,.,1,1,.,,161,4,,,,,,,,
14,.,.,W,.,.,4,,162,4,,,,,,,,
15,.,.,.,.,1,.,,163,4,,,,,,,,
16,.,.,W,.,.,.,,164,4,,,,,,,,
17,.,.,4,.,.,.,,165,4,,,,,,,,
18,.,.,1,.,.,.,,166,4,,,,,,,,
19,.,2,4,.,4,.,,167,4,,,,,,,,
20,4,.,1Nb,.,.,.,.,168,4,,,,,,,,
21,.,.,.,.,1,2Lb,,169,4,,,,,,,,
22,.,.,.,1,.,.,,170,4,,,,,,,,
23,1,1,1,1,.,1,,171,4,,,,,,,,
24,.,.,4,.,1Wd,.,.,172,4,,,,,,,,
25,1,.,1,.,.,.,,173,4,,,,,,,,
26,1,1,1,.,.,1,,174,4,,,,,,,,
27,1,.,.,.,4,.,,175,4,,,,,,,,
28,.,1,1,W,1,.,,176,4,,,,,,,,
29,.,.,.,.,.,1,,177,4,,,,,,,,
30,.,.,1,1,1,4,,178,4,,,,,,,,
31,.,.,.,.,.,.,,179,4,,,,,,,,
32,.,.,.,1,.,.,,180,4,,,,,,,,
33,.,.,1,4Lb,W,.,,181,4,,,,,,,,
34,.,.,.,.,1,.,,182,4,,,,,,,,
35,.,4,.,1Lb,3Wd,.,1,183,4,,,,,,,,
36,.,1,.,2,1,.,,184,4,,,,,,,,
37,1,1Lb,4,1,1,.,,185,4,,,,,,,,
38,.,1,.,.,.,.,,186,4,,,,,,,,
39,.,.,1,1,.,.,,187,4,,,,,,,,
40,.,1,.,.,1,W,,188,4,,,,,,,,
41,W,,,,,,,189,4,,,,,,,,
1,.,.,1,.,4,.,,190,5,,,,,,,,
2,1Nb,1Wd,.,.,.,.,.,191,5,.,,,,,,,
3,.,.,.,.,.,1,,192,5,,,,,,,,
4,.,.,.,.,4,.,,193,5,,,,,,,,
5,.,.,.,.,.,.,,194,5,,,,,,,,
6,1,.,.,4,.,.,,195,5,,,,,,,,
7,1,.,.,.,1,.,,196,5,,,,,,,,
8,.,.,4,1Nb,.,2Lb,.,197,5,,,,,,,,
9,.,.,1Nb,.,5Nb,.,.,198,5,.,,,,,,,
10,.,.,4,4,.,.,,199,5,,,,,,,,
11,.,.,W,.,3,1,,200,5,,,,,,,,
12,.,1,1Wd,4,.,.,.,201,5,,,,,,,,
13,1,.,.,.,.,1Nb,.,202,5,,,,,,,,
14,4,4,4,.,4,4,,203,5,,,,,,,,
15,1,.,W,.,2,1,,204,5,,,,,,,,
16,4,.,.,.,.,.,,205,5,,,,,,,,
17,.,.,.,1Wd,.,.,.,206,5,,,,,,,,
18,.,.,.,.,.,.,,207,5,,,,,,,,
19,.,.,2,.,1Nb,.,4,208,5,,,,,,,,
20,.,.,.,.,.,.,,209,5,,,,,,,,
21,.,.,.,2,1,2,,210,5,,,,,,,,
22,1,.,.,.,.,.,,211,5,,,,,,,,
23,.,.,.,.,1,.,,212,5,,,,,,,,
24,.,1Lb,1,.,.,.,,213,5,,,,,,,,
25,.,.,1,.,1,.,,214,5,,,,,,,,
26,3,.,W,.,.,1,,215,5,,,,,,,,
27,.,.,.,1,1,.,,216,5,,,,,,,,
28,1,.,.,4,.,.,,217,5,,,,,,,,
29,.,1,.,.,1,1,,218,5,,,,,,,,
30,.,.,.,.,1,1,,219,5,,,,,,,,
31,.,W,1,1,.,.,,220,5,,,,,,,,
32,.,1,.,.,.,4,,221,5,,,,,,,,
33,1,.,.,1Lb,.,.,,222,5,,,,,,,,
34,.,.,1Lb,1,.,1,,223,5,,,,,,,,
35,W,.,.,.,.,.,,224,5,,,,,,,,
36,1,.,2,.,.,.,,225,5,,,,,,,,
37,4,1,.,.,.,.,,226,5,,,,,,,,
38,1,1,.,.,.,.,,227,5,,,,,,,,
39,1,.,1,1,.,1,,228,5,,,,,,,,
40,1,.,.,.,.,1,,229,5,,,,,,,,
41,2,1,W,.,.,1,,230,5,,,,,,,,
42,.,.,.,.,.,.,,231,5,,,,,,,,
43,1,.,.,1,1,.,,232,5,,,,,,,,
44,2,1,.,4,1,1,,233,5,,,,,,,,
45,1,1,.,1,1,.,,234,5,,,,,,,,
46,1,1,1,1,1,6,,235,5,,,,,,,,
47,1,.,W,.,2,6,,236,5,,,,,,,,
48,1,.,1,W,.,.,,237,5,,,,,,,,
49,1,1,W,.,.,.,,238,5,,,,,,,,
50,.,1,2,4,4,1W,,239,5,,,,,,,,
1,.,.,1,1Wd,.,2,.,240,6,,,,,,,,
2,4,.,1Wd,.,.,.,.,241,6,,,,,,,,
3,1,1,1,.,4,.,,242,6,,,,,,,,
4,.,.,1Wd,.,.,.,.,243,6,,,,,,,,
5,.,.,4,6,.,.,,244,6,,,,,,,,
6,.,.,.,.,1Wd,.,W,245,6,,,,,,,,
7,2,1Lb,.,1,.,.,,246,6,,,,,,,,
8,1Wd,1Lb,.,1,1Nb,.,.,247,6,1,,,,,,,
9,1Wd,.,1,1Wd,1,.,.,248,6,.,,,,,,,
10,.,.,1,.,1Wd,.,.,249,6,,,,,,,,
11,.,1,1Wd,.,.,1Wd,.,250,6,1,,,,,,,
12,1Wd,.,2,.,.,.,.,251,6,,,,,,,,
13,1Wd,.,.,.,.,1B,W,252,6,,,,,,,,
14,4,1,1Wd,1Wd,.,.,.,253,6,3,,,,,,,
15,.,1Wd,1,.,.,2,.,254,6,,,,,,,,
16,.,.,.,.,1,1,,255,6,,,,,,,,
17,.,.,.,4,1Wd,.,1,256,6,,,,,,,,
18,.,.,4,.,.,1,,257,6,,,,,,,,
19,.,1,4,1Wd,4,1Wd,.,258,6,.,,,,,,,
20,1,.,1,1,.,.,,259,6,,,,,,,,
21,.,1,.,2,4,.,,260,6,,,,,,,,
22,.,.,.,.,.,1,,261,6,,,,,,,,
23,.,.,.,.,1,.,,262,6,,,,,,,,
24,.,1,6,1,.,1,,263,6,,,,,,,,
25,.,.,.,.,.,.,,264,6,,,,,,,,
26,.,.,1,.,1,.,,265,6,,,,,,,,
27,.,1,1,.,4,W,,266,6,,,,,,,,
28,1,.,.,.,1,1,,267,6,,,,,,,,
29,1,.,.,3,1,.,,268,6,,,,,,,,
30,1,2,.,.,.,.,,269,6,,,,,,,,
31,1,.,2,.,.,.,,270,6,,,,,,,,
32,.,.,1,.,2,.,,271,6,,,,,,,,
33,.,.,1,1,.,.,,272,6,,,,,,,,
34,1,.,1,1,1,1Nb,1,273,6,,,,,,,,
35,2,.,.,.,1,.,,274,6,,,,,,,,
36,4,4,.,1,.,1,,275,6,,,,,,,,
37,.,.,.,.,.,4,,276,6,,,,,,,,
38,1,.,.,.,.,.,,277,6,,,,,,,,
39,1,.,1,.,1,1,,278,6,,,,,,,,
40,.,1,4,1,4,1,,279,6,,,,,,,,
41,1,.,.,1,1,1,,280,6,,,,,,,,
42,.,.,4,.,.,2,,281,6,,,,,,,,
43,1,1,1,1,1,2,,282,6,,,,,,,,
44,.,4,,,,,,283,6,,,,,,,,
1,1Nb,.,1,.,2,1Nb,.,284,7,.,,,,,,,
2,.,2,.,.,.,.,,285,7,,,,,,,,
3,5Nb,2NbB,1,1Nb,.,1Wd,4,286,7,1,1Wd,1,5Nb,1Nb,1Nb,.,
4,2Lb,1,1,.,.,.,,287,7,,,,,,,,
5,.,1,6,.,.,.,,288,7,,,,,,,,
6,1,.,.,.,4,2,,289,7,,,,,,,,
7,1Wd,.,3,.,.,1,.,290,7,,,,,,,,
8,4,.,3,1,.,.,,291,7,,,,,,,,
9,.,.,W,.,1,.,,292,7,,,,,,,,
10,1,.,.,.,.,1,,293,7,,,,,,,,
11,1,2Wd,.,1,4,1,.,294,7,,,,,,,,
12,1Nb,1,1,1,.,.,W,295,7,,,,,,,,
13,1Wd,.,.,.,.,.,.,296,7,,,,,,,,
14,.,.,.,.,.,.,,297,7,,,,,,,,
15,4,1Lb,.,.,1,.,,298,7,,,,,,,,
16,1,1,1,1,.,1Wd,.,299,7,,,,,,,,
17,.,.,2,.,1,.,,300,7,,,,,,,,
18,.,4,.,.,.,.,,301,7,,,,,,,,
19,.,.,4,2,.,.,,302,7,,,,,,,,
20,1Wd,1,1Wd,.,.,1Nb,.,303,7,1,.,,,,,,
21,.,.,2,.,.,1,,304,7,,,,,,,,
22,.,3,.,1,1,1,,305,7,,,,,,,,
23,.,.,1,.,.,.,,306,7,,,,,,,,
24,1,1,.,.,4,1,,307,7,,,,,,,,
25,.,1,2,1Nb,.,2,.,308,7,,,,,,,,
26,1,1,1,.,3,1,,309,7,,,,,,,,
27,.,.,1,.,2Nb,1,1,310,7,,,,,,,,
28,.,1,.,.,1,1,,311,7,,,,,,,,
29,.,1,6,.,1,2,,312,7,,,,,,,,
30,.,.,1,1,1,4,,313,7,,,,,,,,
31,1,2,.,1,1,2,,314,7,,,,,,,,
32,1Wd,1,1,.,1,.,4,315,7,,,,,,,,
33,1,2,.,1,1,2,,316,7,,,,,,,,
34,1,1Wd,1,1,1,1,2,317,7,,,,,,,,
35,2,1,4,1,4,1,,318,7,,,,,,,,
36,1,1,2Wd,1,2,1,4,319,7,,,,,,,,
37,1,.,4,.,2,1,,320,7,,,,,,,,
38,1,1,W,.,.,1,,321,7,,,,,,,,
39,1,1,1,.,1,1,,322,7,,,,,,,,
40,4,.,1,1,1,.,,323,7,,,,,,,,
41,1Nb,2,.,2,1,6,4,324,7,,,,,,,,
42,4,1,1,4,.,.,,325,7,,,,,,,,
43,W,.,.,.,1,.,,326,7,,,,,,,,
44,1,1,1,4,1,.,,327,7,,,,,,,,
45,2,.,1,1,.,1,,328,7,,,,,,,,
46,2,2,1,1,2,1,,329,7,,,,,,,,
47,.,1,.,1,.,2,,330,7,,,,,,,,
48,4,1,1,1,2,2,,331,7,,,,,,,,
49,W,1,1,4,4,.,,332,7,,,,,,,,
50,.,1,W,2,1,2,,333,7,,,,,,,,
1,.,.,.,.,W,.,,334,8,,,,,,,,
2,.,.,.,1Wd,1,.,.,335,8,,,,,,,,
3,.,.,.,.,.,.,,336,8,,,,,,,,
4,W,.,.,.,1,.,,337,8,,,,,,,,
5,.,2,3,.,.,.,,338,8,,,,,,,,
6,.,4,.,2,.,1,,339,8,,,,,,,,
7,.,.,.,1,4,.,,340,8,,,,,,,,
8,W,W,.,4Lb,.,.,,341,8,,,,,,,,
9,.,.,.,1,.,.,,342,8,,,,,,,,
10,.,.,.,.,.,.,,343,8,,,,,,,,
11,.,.,.,.,.,.,,344,8,,,,,,,,
12,.,W,4,.,W,.,,345,8,,,,,,,,
13,.,.,.,.,4,.,,346,8,,,,,,,,
14,.,2,.,.,4,.,,347,8,,,,,,,,
15,.,.,W,.,1,1,,348,8,,,,,,,,
16,.,.,2,.,.,.,,349,8,,,,,,,,
17,.,1Wd,.,.,.,1Wd,.,350,8,1,,,,,,,
18,.,.,.,.,.,.,,351,8,,,,,,,,
19,.,1,.,4,.,.,,352,8,,,,,,,,
20,.,.,1,.,.,.,,353,8,,,,,,,,
21,.,6,.,1,.,.,,354,8,,,,,,,,
22,.,4,1,.,W,.,,355,8,,,,,,,,
23,.,.,2Lb,1,.,6,,356,8,,,,,,,,
24,4,W,.,.,.,1,,357,8,,,,,,,,
25,.,.,.,W,,,,358,8,,,,,,,,
1,.,.,.,.,.,W,,359,9,,,,,,,,
2,.,2,.,.,1,.,,360,9,,,,,,,,
3,.,.,.,.,.,.,,361,9,,,,,,,,
4,1Wd,.,.,.,2,.,.,362,9,,,,,,,,
5,.,1Wd,.,4,.,6,.,363,9,,,,,,,,
6,1,1,4,.,.,.,,364,9,,,,,,,,
7,1,1Wd,4,.,4,.,.,365,9,,,,,,,,
8,3,.,2,.,4,.,,366,9,,,,,,,,
9,.,.,.,.,.,.,,367,9,,,,,,,,
10,.,.,.,.,1Wd,W,1,368,9,,,,,,,,
11,.,.,.,W,.,.,,369,9,,,,,,,,
12,.,.,4,.,.,5,,370,9,,,,,,,,
13,.,1Nb,.,.,6,.,,371,9,,,,,,,,
14,1Wd,.,1,.,1,.,.,372,9,,,,,,,,
15,.,1,W,.,.,.,,373,9,,,,,,,,
16,.,.,.,.,.,.,,374,9,,,,,,,,
17,4,.,1Nb,.,.,1Lb,.,375,9,,,,,,,,
18,.,.,4,.,.,.,,376,9,,,,,,,,
19,.,1,.,1,1,.,,377,9,,,,,,,,
20,.,.,4,.,.,.,,378,9,,,,,,,,
21,.,.,.,.,.,.,,379,9,,,,,,,,
22,4,1,1Nb,1,1,.,W,380,9,,,,,,,,
23,.,1,.,.,.,.,,381,9,,,,,,,,
24,4,.,.,4,.,.,,382,9,,,,,,,,
25,.,.,.,1,.,.,,383,9,,,,,,,,
26,.,1,1,2,.,.,,384,9,,,,,,,,
27,.,1,.,.,.,1,,385,9,,,,,,,,
28,.,1,1,.,1,1,,386,9,,,,,,,,
29,.,.,.,.,.,1,,387,9,,,,,,,,
30,1,.,.,1,.,1,,388,9,,,,,,,,
31,.,1,4,2,.,.,,389,9,,,,,,,,
32,.,1,.,1B,.,1,,390,9,,,,,,,,
33,.,1,1,.,1,.,,391,9,,,,,,,,
34,.,1,.,.,1,1,,392,9,,,,,,,,
35,.,1,.,1,.,.,,393,9,,,,,,,,
36,.,1,1,4,.,.,,394,9,,,,,,,,
37,1,1,1,4,1,.,,395,9,,,,,,,,
38,.,.,W,.,.,4,,396,9,,,,,,,,
39,2,1,.,1,1,1,,397,9,,,,,,,,
40,1,.,4,1,1,.,,398,9,,,,,,,,
41,.,.,1,1,.,.,,399,9,,,,,,,,
42,1,.,1,1,2,.,,400,9,,,,,,,,
43,.,1,.,.,1,.,,401,9,,,,,,,,
44,2,4,.,1,4,W,,402,9,,,,,,,,
45,.,.,W,.,.,.,,403,9,,,,,,,,
46,1,1,4,.,1,.,,404,9,,,,,,,,
47,1,.,.,2,1,1,,405,9,,,,,,,,
48,.,4,1,.,1,1,,406,9,,,,,,,,
49,2,2,2,1,.,4,,407,9,,,,,,,,
50,2,1,2,2,2,W,,408,9,,,,,,,,
1,.,4,1,.,.,.,,409,10,,,,,,,,
2,.,4,.,.,.,.,,410,10,,,,,,,,
3,.,1Wd,2,1,.,.,.,411,10,,,,,,,,
4,4,2,.,1,1Wd,1,.,412,10,,,,,,,,
5,1,1Wd,.,.,1,.,1,413,10,,,,,,,,
6,.,.,.,.,.,W,,414,10,,,,,,,,
7,.,.,.,.,.,1,,415,10,,,,,,,,
8,.,4,.,1Wd,4,4,1,416,10,,,,,,,,
9,.,.,1,.,.,1Wd,.,417,10,,,,,,,,
10,.,4,3,.,.,.,,418,10,,,,,,,,
11,4,.,.,1,.,.,,419,10,,,,,,,,
12,.,2,1,.,.,.,,420,10,,,,,,,,
13,1Wd,.,4,.,.,.,.,421,10,,,,,,,,
14,1,.,1,2Nb,1,.,.,422,10,,,,,,,,
15,1,.,.,.,.,.,,423,10,,,,,,,,
16,.,.,.,.,.,.,,424,10,,,,,,,,
17,.,.,.,4,.,.,,425,10,,,,,,,,
18,.,.,.,.,1,.,,426,10,,,,,,,,
19,.,4,1,2,.,.,,427,10,,,,,,,,
20,4,.,.,.,2Nb,2,.,428,10,,,,,,,,
21,1,.,.,2,W,.,,429,10,,,,,,,,
22,.,1,.,4,2,1,,430,10,,,,,,,,
23,4,2,.,.,.,1,,431,10,,,,,,,,
24,.,W,.,.,.,.,,432,10,,,,,,,,
25,.,.,.,.,.,.,,433,10,,,,,,,,
26,1,4,1,1,.,.,,434,10,,,,,,,,
27,.,.,2,.,1,4,,435,10,,,,,,,,
28,1,.,.,6,.,.,,436,10,,,,,,,,
29,W,.,.,.,.,.,,437,10,,,,,,,,
30,.,1,2,2,.,W,,438,10,,,,,,,,
31,.,.,.,1,.,.,,439,10,,,,,,,,
32,.,1,.,.,.,4,,440,10,,,,,,,,
33,4,.,.,3,.,1,,441,10,,,,,,,,
34,1,.,4,1,1,1,,442,10,,,,,,,,
35,1Wd,.,.,1,.,.,1,443,10,,,,,,,,
36,.,.,.,.,.,.,,444,10,,,,,,,,
37,.,4,.,.,1,.,,445,10,,,,,,,,
38,.,4,.,.,1,1,,446,10,,,,,,,,
39,.,.,.,.,.,.,,447,10,,,,,,,,
40,1,.,4,.,1,.,,448,10,,,,,,,,
41,4,1,1,.,.,1,,449,10,,,,,,,,
42,1,2,4,.,.,,,450,10,,,,,,,,
43,1,2,2,1Lb,1,2,,451,10,,,,,,,,
44,1,.,4,W,.,4,,452,10,,,,,,,,
45,.,.,.,.,.,1,,453,10,,,,,,,,
46,1,.,.,.,1,.,,454,10,,,,,,,,
47,.,.,1,1,.,.,,455,10,,,,,,,,
48,.,.,W,.,1,.,,456,10,,,,,,,,
49,W,.,.,.,.,W,,457,10,,,,,,,,
50,2,2,1,1,2,W,,458,10,,,,,,,,
1,1Nb,W,.,1Nb,3,.,.,459,11,.,,,,,,,
2,.,.,.,.,1Wd,.,1Wd,460,11,.,,,,,,,
3,1Wd,.,.,1,.,.,.,461,11,,,,,,,,
4,.,.,.,.,.,.,,462,11,,,,,,,,
5,1,.,.,.,2,.,,463,11,,,,,,,,
6,.,1,4,.,.,.,,464,11,,,,,,,,
7,.,1Lb,1Nb,.,2,4,1,465,11,,,,,,,,
8,.,.,.,.,1,.,,466,11,,,,,,,,
9,.,2,.,1,W,.,,467,11,,,,,,,,
10,.,1,.,.,.,.,,468,11,,,,,,,,
11,.,1,.,.,.,1,,469,11,,,,,,,,
12,.,1,.,.,.,.,,470,11,,,,,,,,
13,.,.,.,4,.,.,,471,11,,,,,,,,
14,.,.,.,4,1,.,,472,11,,,,,,,,
15,1,.,.,4,4,.,,473,11,,,,,,,,
16,.,.,W,2,2Nb,1,.,474,11,,,,,,,,
17,.,1,4,.,.,.,,475,11,,,,,,,,
18,.,.,.,.,1,.,,476,11,,,,,,,,
19,1,.,1,.,.,.,,477,11,,,,,,,,
20,.,.,.,1,.,4,,478,11,,,,,,,,
21,1,.,.,1,.,.,,479,11,,,,,,,,
22,.,.,.,1,.,1,,480,11,,,,,,,,
23,.,1,.,.,1,.,,481,11,,,,,,,,
24,.,.,1,.,.,2Nb,1,482,11,,,,,,,,
25,.,2,2,.,1,.,,483,11,,,,,,,,
26,.,.,1,.,.,.,,484,11,,,,,,,,
27,1,1,.,1,.,1,,485,11,,,,,,,,
28,1,1,1,1,1,1,,486,11,,,,,,,,
29,6,1,2,.,.,.,,487,11,,,,,,,,
30,1,1,1,.,.,4,,488,11,,,,,,,,
31,.,1,1,.,3Nb,.,.,489,11,,,,,,,,
32,1,2,.,.,.,.,,490,11,,,,,,,,
33,1,1Wd,.,.,1,.,.,491,11,,,,,,,,
34,3,1,1,1,.,1,,492,11,,,,,,,,
35,1,1,1,.,.,W,,493,11,,,,,,,,
36,.,.,W,.,1,W,,494,11,,,,,,,,
37,.,.,.,1,2,.,,495,11,,,,,,,,
38,.,.,.,1,.,.,,496,11,,,,,,,,
39,.,W,1,.,.,1,,497,11,,,,,,,,
40,4,.,1,.,.,.,,498,11,,,,,,,,
41,1,.,.,.,.,.,,499,11,,,,,,,,
42,.,.,.,.,1,1,,500,11,,,,,,,,
43,.,4,1,1,1,1,,501,11,,,,,,,,
44,.,1,.,.,1,1,,502,11,,,,,,,,
45,.,.,1,.,1,1,,503,11,,,,,,,,
46,1,1,1,.,6,.,,504,11,,,,,,,,
47,.,1,.,1,1,1,,505,11,,,,,,,,
48,1,4,1Lb,1,4,1,,506,11,,,,,,,,
49,1,1,.,1,1,5Nb,4,507,11,,,,,,,,
50,2,2,1,2,1,1,,508,11,,,,,,,,
1,.,.,.,1Wd,.,.,W,509,12,,,,,,,,
2,1Wd,1Lb,W,.,.,.,4,510,12,,,,,,,,
3,.,.,1,.,.,.,,511,12,,,,,,,,
4,.,1,.,4,.,.,,512,12,,,,,,,,
5,4,1,1,.,.,W,,513,12,,,,,,,,
6,.,2,.,2,.,4,,514,12,,,,,,,,
7,4,.,1,.,1,4,,515,12,,,,,,,,
8,2,.,.,.,.,2Lb,,516,12,,,,,,,,
9,.,.,.,3,.,.,,517,12,,,,,,,,
10,1Nb,.,.,.,.,1,.,518,12,,,,,,,,
11,.,4,.,1,.,1,,519,12,,,,,,,,
12,.,.,.,.,2,1,,520,12,,,,,,,,
13,2,.,1,.,1,4,,521,12,,,,,,,,
14,.,2,.,.,1,.,,522,12,,,,,,,,
15,1,4,1,.,.,.,,523,12,,,,,,,,
16,.,W,2B,1Lb,.,1,,524,12,,,,,,,,
17,.,.,.,.,.,.,,525,12,,,,,,,,
18,.,.,.,.,.,1,,526,12,,,,,,,,
19,1,.,.,.,4Lb,1,,527,12,,,,,,,,
20,1,1,.,1,1,.,,528,12,,,,,,,,
21,.,.,2,1,1,.,,529,12,,,,,,,,
22,1,3,1,.,.,1,,530,12,,,,,,,,
23,.,2Nb,1,1,.,.,.,531,12,,,,,,,,
24,1,6,1,.,.,1,,532,12,,,,,,,,
25,1,1,4,.,1Wd,1,1,533,12,,,,,,,,
26,.,.,4,1,.,.,,534,12,,,,,,,,
27,1,.,1,1,1,.,,535,12,,,,,,,,
28,1,1,1,4,2Lb,.,,536,12,,,,,,,,
29,1,1Wd,.,.,2,2,.,537,12,,,,,,,,
30,1,.,1,.,.,.,,538,12,,,,,,,,
31,1,.,.,2,1,.,,539,12,,,,,,,,
32,.,1,1Wd,1,.,.,.,540,12,,,,,,,,
33,.,1,1,.,.,1,,541,12,,,,,,,,
34,5,.,.,2,1,.,,542,12,,,,,,,,
35,1,.,.,5Wd,2,.,1,543,12,,,,,,,,
36,.,1,.,1,.,1,,544,12,,,,,,,,
37,1Wd,1,1,.,1,1Lb,.,545,12,,,,,,,,
38,.,4,4,.,1,.,,546,12,,,,,,,,
39,1,.,1,1,1,4,,547,12,,,,,,,,
40,.,.,.,.,1,1,,548,12,,,,,,,,
41,1,.,.,4,2,4,,549,12,,,,,,,,
1,.,W,.,.,.,.,,550,13,,,,,,,,
2,.,.,.,.,1,.,,551,13,,,,,,,,
3,.,1,.,.,1,.,,552,13,,,,,,,,
4,.,.,.,.,.,.,,553,13,,,,,,,,
5,.,.,1,.,.,.,,554,13,,,,,,,,
6,.,.,6,1,.,.,,555,13,,,,,,,,
7,1,4,1,1,1,1,,556,13,,,,,,,,
8,2,4,1,1,2,.,,557,13,,,,,,,,
9,.,.,.,1,.,.,,558,13,,,,,,,,
10,3,4,.,1,1Wd,4,4,559,13,,,,,,,,
11,.,1,1Lb,.,.,.,,560,13,,,,,,,,
12,2Nb,.,.,2,4,.,,561,13,,,,,,,,
13,1,1,.,1,2,6,,562,13,,,,,,,,
14,.,.,.,.,6,.,,563,13,,,,,,,,
15,1,1Wd,1,4,3,1,4,564,13,,,,,,,,
16,1,.,.,.,1,1,,565,13,,,,,,,,
17,.,1,4,1,4,.,,566,13,,,,,,,,
18,1,2,1,2,1,.,,567,13,,,,,,,,
19,.,1,1,1,1,W,,568,13,,,,,,,,
20,.,1,.,1,.,.,,569,13,,,,,,,,
21,.,1,.,.,1,1,,570,13,,,,,,,,
22,4,.,4,1,.,.,,571,13,,,,,,,,
23,1,1,1,4,.,1,,572,13,,,,,,,,
24,.,4,1,.,1,2,,573,13,,,,,,,,
25,1,1,1,1,1,1,,574,13,,,,,,,,
26,.,.,.,1,.,.,,575,13,,,,,,,,
27,.,1,1,1,.,1,,576,13,,,,,,,,
28,4,.,.,2,1,4,,577,13,,,,,,,,
29,.,4,1,6,1,.,,578,13,,,,,,,,
30,6,6,6,6,6,6,,579,13,,,,,,,,
31,1,.,.,4,W,.,,580,13,,,,,,,,
32,4,2,1,1,1,1,,581,13,,,,,,,,
33,4,1,1,1,1,1,,582,13,,,,,,,,
34,1,1,4,1,4,1,,583,13,,,,,,,,
35,1,6,4,6,1,1Wd,1,584,13,,,,,,,,
36,6,1Lb,1,.,1,4,,585,13,,,,,,,,
37,1,1,.,1,4,1,,586,13,,,,,,,,
38,4,4,4,6,1,4,,587,13,,,,,,,,
39,6,.,1,1,.,1,,588,13,,,,,,,,
40,4,1,2,5Wd,6,6,6,589,13,,,,,,,,
1,.,.,.,.,1Wd,.,.,590,14,,,,,,,,
2,.,.,.,.,4,.,,591,14,,,,,,,,
3,.,W,.,.,.,.,,592,14,,,,,,,,
4,1,.,.,.,.,.,,593,14,,,,,,,,
5,W,.,1Lb,.,.,.,,594,14,,,,,,,,
6,1,.,1,.,.,.,,595,14,,,,,,,,
7,.,.,.,.,.,1,,596,14,,,,,,,,
8,.,1,.,4,.,.,,597,14,,,,,,,,
9,.,.,.,.,.,1Lb,,598,14,,,,,,,,
10,.,.,.,.,.,.,,599,14,,,,,,,,
11,.,.,.,1,.,1,,600,14,,,,,,,,
12,.,4,.,3,.,.,,601,14,,,,,,,,
13,1,1,4,.,.,.,,602,14,,,,,,,,
14,1,.,.,.,.,1,,603,14,,,,,,,,
15,.,W,.,.,.,1,,604,14,,,,,,,,
16,1Lb,.,.,.,.,.,,605,14,,,,,,,,
17,1,1,1,.,.,.,,606,14,,,,,,,,
18,.,4,.,.,.,.,,607,14,,,,,,,,
19,.,.,4,.,.,.,,608,14,,,,,,,,
20,1,W,.,.,.,1,,609,14,,,,,,,,
21,.,4,.,.,.,.,,610,14,,,,,,,,
22,4,.,1,.,.,1,,611,14,,,,,,,,
23,.,.,4,.,.,.,,612,14,,,,,,,,
24,.,.,1,.,.,.,,613,14,,,,,,,,
25,.,.,1,.,.,1,,614,14,,,,,,,,
26,1,.,.,4,1Lb,.,,615,14,,,,,,,,
27,1,.,.,.,W,.,,616,14,,,,,,,,
28,4,1,1,1,1,.,,617,14,,,,,,,,
29,.,.,2,1,.,.,,618,14,,,,,,,,
30,.,1,.,.,2Nb,.,.,619,14,,,,,,,,
31,4,1,.,1,4,.,,620,14,,,,,,,,
32,.,1,.,1,.,.,,621,14,,,,,,,,
33,.,.,.,1,.,4,,622,14,,,,,,,,
34,.,6,1,.,.,.,,623,14,,,,,,,,
35,.,.,.,.,4,.,,624,14,,,,,,,,
36,W,.,.,4,.,1,,625,14,,,,,,,,
37,1,1,2,.,.,1,,626,14,,,,,,,,
38,.,.,W,4,1Wd,.,.,627,14,,,,,,,,
39,.,.,.,.,1,1W,,628,14,,,,,,,,
40,.,.,.,1,.,W,,629,14,,,,,,,,
1,1Wd,.,1Wd,1,1Nb,.,2,630,15,.,.,,,,,,
2,.,.,.,.,.,.,,631,15,,,,,,,,
3,W,.,2,2NbB,.,1Nb,.,632,15,.,,,,,,,
4,.,.,1,1,.,.,,633,15,,,,,,,,
5,.,.,.,.,.,.,,634,15,,,,,,,,
6,.,.,.,.,4,.,,635,15,,,,,,,,
7,.,2Nb,.,2,W,.,.,636,15,,,,,,,,
8,.,.,1Nb,1,.,.,.,637,15,,,,,,,,
9,.,.,.,1,.,.,,638,15,,,,,,,,
10,.,.,.,.,.,.,,639,15,,,,,,,,
11,.,4,.,.,.,.,,640,15,,,,,,,,
12,.,2,2,1,.,.,,641,15,,,,,,,,
13,.,.,.,1Lb,.,.,,642,15,,,,,,,,
14,1,.,2,1,.,.,,643,15,,,,,,,,
15,.,.,2Lb,.,.,W,,644,15,,,,,,,,
16,2,.,.,4,4,.,,645,15,,,,,,,,
17,.,.,1,.,.,.,,646,15,,,,,,,,
18,.,.,3,.,.,.,,647,15,,,,,,,,
19,.,1,4,.,.,.,,648,15,,,,,,,,
20,1,.,.,.,.,.,,649,15,,,,,,,,
21,.,.,.,.,.,1,,650,15,,,,,,,,
22,.,.,.,.,1,.,,651,15,,,,,,,,
